Mod:Item:MetaData, Localized Name
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:spawn_egg:53, 生成 巨人
minecraft:spawn_egg:63, 生成 末影龙
minecraft:spawn_egg:64, 生成 凋灵
minecraft:spawn_egg:97, 生成 雪傀儡
minecraft:spawn_egg:99, 生成 铁傀儡
minecraft:spawn_egg:175, 生成 岩石
minecraft:spawn_egg:301, 生成 丛林蜘蛛
minecraft:spawn_egg:302, 生成 品红鸡
minecraft:spawn_egg:303, 生成 泥史莱姆
minecraft:spawn_egg:304, 生成 魅影
minecraft:spawn_egg:305, 生成 胡峰
minecraft:spawn_egg:306, 生成 鸟
minecraft:spawn_egg:307, 生成 妖精
minecraft:spawn_egg:6396, 生成 恶魔
minecraft:spawn_egg:6397, 生成 曼德拉草
minecraft:spawn_egg:6398, 生成 行路花
minecraft:spawn_egg:6399, 生成 角魔狩猎者
minecraft:spawn_egg:6400, 生成 树人
minecraft:spawn_egg:6401, 生成 猫头鹰
minecraft:spawn_egg:6402, 生成 蟾蜍
minecraft:spawn_egg:6403, 生成 芭芭雅嘎
minecraft:spawn_egg:6404, 生成 聚会女巫
minecraft:spawn_egg:6405, 生成 梦魇
minecraft:spawn_egg:6406, 生成 幽魂
minecraft:spawn_egg:6407, 生成 整蛊幽灵
minecraft:spawn_egg:6408, 生成 报死女妖
minecraft:spawn_egg:6409, 生成 精神体
minecraft:spawn_egg:6410, 生成 死神
minecraft:spawn_egg:6411, 生成 狩巫人
minecraft:spawn_egg:6412, 生成 痛苦之王
minecraft:spawn_egg:6413, 生成 烈焰小鬼
minecraft:spawn_egg:6414, 生成 矿德拉草
minecraft:spawn_egg:6415, 生成 妖精
minecraft:spawn_egg:6416, 生成 莫哥
minecraft:spawn_egg:6417, 生成 瓜哥
minecraft:spawn_egg:6418, 生成 半羊人之影
minecraft:spawn_egg:6419, 生成 迷失之魂
minecraft:spawn_egg:6420, 生成 狼人
minecraft:spawn_egg:6421, 生成 地狱犬
minecraft:spawn_egg:6422, 生成 村民
minecraft:spawn_egg:6423, 生成 守卫
minecraft:spawn_egg:6424, 生成 吸血鬼
minecraft:spawn_egg:6425, 生成 莉莉丝
minecraft:spawn_egg:6426, 生成 飞翼猴子
minecraft:spawn_egg:6427, 生成 镜像体
minecraft:spawn_egg:194, 生成 Doge
minecraft:spawn_egg:500, 生成 迷你UFO
minecraft:spawn_egg:501, 生成 entity.hbm.entity_war_behemoth.name
minecraft:spawn_egg:502, 生成 entity.hbm.entity_tankbot.name
minecraft:spawn_egg:503, 生成 放射性天使
minecraft:spawn_egg:504, 生成 核爆爬行者
minecraft:spawn_egg:505, 生成 污染爬行者
minecraft:spawn_egg:506, 生成 光气爬行者
minecraft:spawn_egg:507, 生成 不稳定爬行者
minecraft:spawn_egg:508, 生成 黄金爬行者
minecraft:spawn_egg:509, 生成 血肉爬行者
minecraft:spawn_egg:510, 生成 猎人直升机
minecraft:spawn_egg:511, 生成 赛博螃蟹
minecraft:spawn_egg:512, 生成 磁暴螃蟹
minecraft:spawn_egg:513, 生成 污染螃蟹
minecraft:spawn_egg:514, 生成 面具人
minecraft:spawn_egg:515, 生成 鸭子
minecraft:spawn_egg:516, 生成 上古鸭神
minecraft:spawn_egg:517, 生成 鸽子
minecraft:spawn_egg:518, 生成 月牛
minecraft:spawn_egg:519, 生成 斯卡特螈
minecraft:spawn_egg:520, 生成 凿蟹
minecraft:spawn_egg:521, 生成 渊鱿
minecraft:spawn_egg:522, 生成 屑鱼
minecraft:spawn_egg:523, 生成 筛鳗
minecraft:spawn_egg:524, 生成 “宏”UFO
minecraft:spawn_egg:525, 生成 FBI探员
minecraft:spawn_egg:526, 生成 FBI无人机
minecraft:spawn_egg:527, 生成 核融元素
minecraft:spawn_egg:528, 生成 异虫
minecraft:spawn_egg:529, 生成 狂战士异虫
minecraft:spawn_egg:530, 生成 巨兽异虫
minecraft:spawn_egg:531, 生成 布伦达
minecraft:spawn_egg:532, 生成 投弹手异虫
minecraft:spawn_egg:533, 生成 爆破异虫
minecraft:spawn_egg:534, 生成 侦察异虫
minecraft:spawn_egg:535, 生成 大个子强森
minecraft:spawn_egg:536, 生成 掘地异虫
minecraft:spawn_egg:537, 生成 塑料袋
minecraft:spawn_egg:538, 生成 寄生虫
minecraft:spawn_egg:539, 生成 entity.hbm.entity_ntm_test_dummy.name
minecraft:spawn_egg:540, 生成 entity.hbm.entity_ntm_undead_soldier.name
minecraft:spawn_egg:308, 生成 畸龙
minecraft:spawn_egg:309, 生成 骨架
minecraft:spawn_egg:310, 生成 阿努拜
minecraft:spawn_egg:311, 生成 焦油史莱姆
minecraft:spawn_egg:312, 生成 阿努
minecraft:spawn_egg:313, 生成 猪人哨兵
minecraft:spawn_egg:314, 生成 鹦鹉螺
minecraft:spawn_egg:315, 生成 腔棘鱼
minecraft:spawn_egg:316, 生成 鳄雀鳝
minecraft:spawn_egg:317, 生成 鲟鱼
minecraft:spawn_egg:318, 生成 三角龙
minecraft:spawn_egg:319, 生成 迅猛龙
minecraft:spawn_egg:320, 生成 霸王龙
minecraft:spawn_egg:321, 生成 翼龙
minecraft:spawn_egg:322, 生成 蛇颈龙
minecraft:spawn_egg:323, 生成 沧龙
minecraft:spawn_egg:324, 生成 剑龙
minecraft:spawn_egg:325, 生成 双脊龙
minecraft:spawn_egg:326, 生成 腕龙
minecraft:spawn_egg:327, 生成 脊龙
minecraft:spawn_egg:328, 生成 美颌龙
minecraft:spawn_egg:329, 生成 甲龙
minecraft:spawn_egg:330, 生成 肿头龙
minecraft:spawn_egg:331, 生成 恐爪龙
minecraft:spawn_egg:332, 生成 似鸡龙
minecraft:spawn_egg:333, 生成 滑齿龙
minecraft:spawn_egg:334, 生成 异特龙
minecraft:spawn_egg:335, 生成 帝王鳄
minecraft:spawn_egg:336, 生成 角鼻龙
minecraft:spawn_egg:337, 生成 橡树龙
minecraft:spawn_egg:338, 生成 镰刀龙
minecraft:spawn_egg:339, 生成 鱼龙
minecraft:spawn_egg:340, 生成 无齿龙
minecraft:spawn_egg:341, 生成 副栉龙
minecraft:spawn_egg:342, 生成 孔子鸟
minecraft:spawn_egg:343, 生成 渡渡鸟
minecraft:spawn_egg:344, 生成 冠恐鸟
minecraft:spawn_egg:345, 生成 窃鹤
minecraft:spawn_egg:346, 生成 恐鹤
minecraft:spawn_egg:347, 生成 泰坦鸟
minecraft:spawn_egg:348, 生成 猛犸象
minecraft:spawn_egg:349, 生成 剑齿虎
minecraft:spawn_egg:350, 生成 斑驴
minecraft:spawn_egg:351, 生成 板齿犀
minecraft:spawn_egg:205, 生成 豆腐史莱姆
minecraft:spawn_egg:204, 生成 豆腐苦力怕
minecraft:spawn_egg:206, 生成 豆腐村民
minecraft:spawn_egg:196, 生成 entity.RubyCow.name
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT车
minecraft:hopper_minecart, 漏斗车
securitycraft:motionActivatedLightOn, 运动感应灯
securitycraft:reinforcedObsidian, 强化黑曜石
securitycraft:reinforcedNetherrack, 强化下界岩
securitycraft:reinforcedEndStone, 强化末地石
securitycraft:reinforcedCarpet:0, 强化白色地毯
securitycraft:reinforcedCarpet:1, 强化橙色地毯
securitycraft:reinforcedCarpet:2, 强化品红色地毯
securitycraft:reinforcedCarpet:3, 强化淡蓝色地毯
securitycraft:reinforcedCarpet:4, 强化黄色地毯
securitycraft:reinforcedCarpet:5, 强化黄绿色地毯
securitycraft:reinforcedCarpet:6, 强化粉红色地毯
securitycraft:reinforcedCarpet:7, 强化灰色地毯
securitycraft:reinforcedCarpet:8, 强化淡灰色地毯
securitycraft:reinforcedCarpet:9, 强化青色地毯
securitycraft:reinforcedCarpet:10, 强化紫色地毯
securitycraft:reinforcedCarpet:11, 强化蓝色地毯
securitycraft:reinforcedCarpet:12, 强化棕色地毯
securitycraft:reinforcedCarpet:13, 强化绿色地毯
securitycraft:reinforcedCarpet:14, 强化红色地毯
securitycraft:reinforcedCarpet:15, 强化黑色地毯
securitycraft:reinforcedGlowstone, 强化荧石
securitycraft:gravelMine, 沙砾地雷
securitycraft:reinforcedSand, 强化沙子
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
securitycraft:reinforcedGravel, 强化沙砾
securitycraft:trophySystem, 奖杯系统
securitycraft:crystalQuartz:0, 水晶石英块
securitycraft:crystalQuartz:1, 錾制水晶石英块
securitycraft:crystalQuartz:2, 水晶石英柱
securitycraft:reinforcedCrystalQuartz:0, 强化水晶石英块
securitycraft:reinforcedCrystalQuartz:1, 强化錾制水晶石英块
securitycraft:reinforcedCrystalQuartz:2, 强化水晶石英柱
securitycraft:crystalQuartzSlab:0, 水晶石英台阶
securitycraft:doubleCrystalQuartzSlab, tile.securitycraft:doubleCrystalQuartzSlab.name
securitycraft:reinforcedCrystalQuartzSlab:0, 强化水晶石英台阶
securitycraft:reinforcedDoubleCrystalQuartzSlab, tile.securitycraft:reinforcedDoubleCrystalQuartzSlab.name
securitycraft:stairsCrystalQuartz, 水晶石英楼梯
securitycraft:reinforcedStairsCrystalQuartz, 强化水晶石英楼梯
securitycraft:blockPocketWall, 方块口袋墙
securitycraft:blockPocketManager, 方块口袋管理器
securitycraft:reinforced_stone_pressure_plate, 强化石质压力板
OreSpawn:OreSpawn_SpiderSpawnBlock, 生物蛋矿石-蜘蛛
OreSpawn:OreSpawn_BatSpawnBlock, 生物蛋矿石-蝙蝠
OreSpawn:OreSpawn_CowSpawnBlock, 生物蛋矿石-牛
OreSpawn:OreSpawn_PigSpawnBlock, 生物蛋矿石-猪
OreSpawn:OreSpawn_SquidSpawnBlock, 生物蛋矿石-鱿鱼
OreSpawn:OreSpawn_ChickenSpawnBlock, 生物蛋矿石-鸡
OreSpawn:OreSpawn_CreeperSpawnBlock, 生物蛋矿石-爬行者
OreSpawn:OreSpawn_SkeletonSpawnBlock, 生物蛋矿石-骷髅
OreSpawn:OreSpawn_ZombieSpawnBlock, 生物蛋矿石-僵尸
OreSpawn:OreSpawn_SlimeSpawnBlock, 生物蛋矿石-史莱姆
OreSpawn:OreSpawn_GhastSpawnBlock, 生物蛋矿石-凋零
OreSpawn:OreSpawn_ZombiePigmanSpawnBlock, 生物蛋矿石-僵尸猪人
OreSpawn:OreSpawn_EndermanSpawnBlock, 生物蛋矿石-末影人
OreSpawn:OreSpawn_CaveSpiderSpawnBlock, 生物蛋矿石-洞穴蜘蛛
OreSpawn:OreSpawn_SilverfishSpawnBlock, 生物蛋矿石-蠹虫
OreSpawn:OreSpawn_MagmaCubeSpawnBlock, 生物蛋矿石-岩浆怪
OreSpawn:OreSpawn_WitchSpawnBlock, 生物蛋矿石-女巫
OreSpawn:OreSpawn_SheepSpawnBlock, 生物蛋矿石-羊
OreSpawn:OreSpawn_WolfSpawnBlock, 生物蛋矿石-狼
OreSpawn:OreSpawn_MooshroomSpawnBlock, 生物蛋矿石-哞菇
OreSpawn:OreSpawn_WitherBossSpawnBlock, 生物蛋矿石-凋零
OreSpawn:OreSpawn_GirlfriendSpawnBlock, 生物蛋矿石-女朋友
OreSpawn:OreSpawn_BoyfriendSpawnBlock, 生物蛋矿石-男朋友
OreSpawn:OreSpawn_RedCowSpawnBlock, 生物蛋矿石-苹果牛
OreSpawn:OreSpawn_CrystalCowSpawnBlock, 生物蛋矿石-水晶牛
OreSpawn:OreSpawn_VillagerSpawnBlock, 生物蛋矿石-村民
OreSpawn:OreSpawn_GoldCowSpawnBlock, 生物蛋矿石-金苹果牛
OreSpawn:OreSpawn_EnchantedCowSpawnBlock, 生物蛋矿石-附魔金苹果牛
OreSpawn:OreSpawn_MOTHRASpawnBlock, 生物蛋矿石-魔斯拉
OreSpawn:OreSpawn_AloSpawnBlock, 生物蛋矿石-巨齿龙
OreSpawn:OreSpawn_CryoSpawnBlock, 生物蛋矿石-冰脊龙
OreSpawn:OreSpawn_CamaSpawnBlock, 生物蛋矿石-圆顶龙
OreSpawn:OreSpawn_VeloSpawnBlock, 生物蛋矿石-迅猛龙
OreSpawn:OreSpawn_HydroSpawnBlock, 生物蛋矿石-赫濯斯克
OreSpawn:OreSpawn_BasilSpawnBlock, 生物蛋矿石-蛇怪
OreSpawn:OreSpawn_DragonflySpawnBlock, 生物蛋矿石-蜻蜓
OreSpawn:OreSpawn_EmperorScorpionSpawnBlock, 生物蛋矿石-帝王蝎
OreSpawn:OreSpawn_ScorpionSpawnBlock, 生物蛋矿石-蝎子
OreSpawn:OreSpawn_CaveFisherSpawnBlock, 生物蛋矿石-穴钓蟹
OreSpawn:OreSpawn_SpyroSpawnBlock, 生物蛋矿石-龙宝宝
OreSpawn:OreSpawn_BaryonyxSpawnBlock, 生物蛋矿石-重爪龙
OreSpawn:OreSpawn_GammaMetroidSpawnBlock, 生物蛋矿石-密特罗德
OreSpawn:OreSpawn_CockateilSpawnBlock, 生物蛋矿石-鸟
OreSpawn:OreSpawn_KyuubiSpawnBlock, 生物蛋矿石-九尾
OreSpawn:OreSpawn_AlienSpawnBlock, 生物蛋矿石-异形
OreSpawn:OreSpawn_IronGolemSpawnBlock, 生物蛋矿石-铁傀儡
OreSpawn:OreSpawn_SnowGolemSpawnBlock, 生物蛋矿石-雪傀儡
OreSpawn:OreSpawn_EnderDragonSpawnBlock, 生物蛋矿石-末影龙
OreSpawn:OreSpawn_OcelotSpawnBlock, 生物蛋矿石-豹猫
OreSpawn:OreSpawn_WitherSkeletonSpawnBlock, 生物蛋矿石-凋零骷髅
OreSpawn:OreSpawn_BlazeSpawnBlock, 生物蛋矿石-烈焰人
OreSpawn:OreSpawn_AttackSquidSpawnBlock, 生物蛋矿石-疯狂鱿鱼
OreSpawn:OreSpawn_WaterDragonSpawnBlock, 生物蛋矿石-水龙
OreSpawn:OreSpawn_CephadromeSpawnBlock, 生物蛋矿石-沙龙王
OreSpawn:OreSpawn_KrakenSpawnBlock, 生物蛋矿石-北海巨妖-克拉肯
OreSpawn:OreSpawn_LizardSpawnBlock, 生物蛋矿石-蜥蜴
OreSpawn:OreSpawn_DragonSpawnBlock, 生物蛋矿石-龙
OreSpawn:OreSpawn_BeeSpawnBlock, 生物蛋矿石-蜜蜂
OreSpawn:OreSpawn_HorseSpawnBlock, 生物蛋矿石-马
OreSpawn:OreSpawn_TrooperBugSpawnBlock, 生物蛋矿石-跳跳虫
OreSpawn:OreSpawn_SpitBugSpawnBlock, 生物蛋矿石-喷射虫
OreSpawn:OreSpawn_StinkBugSpawnBlock, 生物蛋矿石-蝽
OreSpawn:OreSpawn_OstrichSpawnBlock, 生物蛋矿石-鸵鸟
OreSpawn:OreSpawn_GazelleSpawnBlock, 生物蛋矿石-瞪羚
OreSpawn:OreSpawn_ChipmunkSpawnBlock, 生物蛋矿石-花栗鼠
OreSpawn:OreSpawn_CreepingHorrorSpawnBlock, 生物蛋矿石-惊悚
OreSpawn:OreSpawn_TerribleTerrorSpawnBlock, 生物蛋矿石-恐怖龙
OreSpawn:OreSpawn_CliffRacerSpawnBlock, 生物蛋矿石-悬崖速鸟
OreSpawn:OreSpawn_TriffidSpawnBlock, 生物蛋矿石-巨型三裂植物
OreSpawn:OreSpawn_PitchBlackSpawnBlock, 生物蛋矿石-梦魇
OreSpawn:OreSpawn_LurkingTerrorSpawnBlock, 生物蛋矿石-伏惧
OreSpawn:OreSpawn_GodzillaPartSpawnBlock, 生物蛋矿石-莫比兹拉碎片
OreSpawn:OreSpawn_GodzillaSpawnBlock, 生物蛋矿石-莫比兹拉
OreSpawn:OreSpawn_TheKingPartSpawnBlock, 生物蛋矿石-王者-基多拉 碎片
OreSpawn:OreSpawn_TheKingSpawnBlock, 生物蛋矿石-王者-基多拉
OreSpawn:OreSpawn_TheQueenPartSpawnBlock, 生物蛋矿石-皇后-基多拉 碎片
OreSpawn:OreSpawn_TheQueenSpawnBlock, 生物蛋矿石-皇后-基多拉
OreSpawn:OreSpawn_SmallWormSpawnBlock, 生物蛋矿石-小虫子
OreSpawn:OreSpawn_MediumWormSpawnBlock, 生物蛋矿石-钻地蠕虫
OreSpawn:OreSpawn_LargeWormSpawnBlock, 生物蛋矿石-蠕虫群
OreSpawn:OreSpawn_CassowarySpawnBlock, 生物蛋矿石-食火鸡
OreSpawn:OreSpawn_CloudSharkSpawnBlock, 生物蛋矿石-云化鲨鱼
OreSpawn:OreSpawn_GoldFishSpawnBlock, 生物蛋矿石-金鱼
OreSpawn:OreSpawn_LeafMonsterSpawnBlock, 生物蛋矿石-树叶怪物
OreSpawn:OreSpawn_TshirtSpawnBlock, 生物蛋矿石-衬衫
OreSpawn:OreSpawn_EnderKnightSpawnBlock, 生物蛋矿石-末影骑士
OreSpawn:OreSpawn_EnderReaperSpawnBlock, 生物蛋矿石-末影收割者
OreSpawn:OreSpawn_BeaverSpawnBlock, 生物蛋矿石-海狸
OreSpawn:OreSpawn_UrchinSpawnBlock, 生物蛋矿石-顽晶
OreSpawn:OreSpawn_FlounderSpawnBlock, 生物蛋矿石-比目鱼
OreSpawn:OreSpawn_SkateSpawnBlock, 生物蛋矿石-滑溜
OreSpawn:OreSpawn_RotatorSpawnBlock, 生物蛋矿石-旋转器
OreSpawn:OreSpawn_PeacockSpawnBlock, 生物蛋矿石-孔雀
OreSpawn:OreSpawn_FairySpawnBlock, 生物蛋矿石-仙女
OreSpawn:OreSpawn_DungeonBeastSpawnBlock, 生物蛋矿石-地牢兽
OreSpawn:OreSpawn_VortexSpawnBlock, 生物蛋矿石-漩涡
OreSpawn:OreSpawn_RatSpawnBlock, 生物蛋矿石-老鼠
OreSpawn:OreSpawn_WhaleSpawnBlock, 生物蛋矿石-鲸鱼
OreSpawn:OreSpawn_IrukandjiSpawnBlock, 生物蛋矿石-水母
OreSpawn:OreSpawn_TRexSpawnBlock, 生物蛋矿石-霸王龙
OreSpawn:OreSpawn_HerculesSpawnBlock, 生物蛋矿石-大力士甲虫
OreSpawn:OreSpawn_MantisSpawnBlock, 生物蛋矿石-螳螂
OreSpawn:OreSpawn_StinkySpawnBlock, 生物蛋矿石-臭虫
OreSpawn:OreSpawn_EasterBunnySpawnBlock, 生物蛋矿石-复活节兔子
OreSpawn:OreSpawn_CaterKillerSpawnBlock, 生物蛋矿石-毛虫
OreSpawn:OreSpawn_MolenoidSpawnBlock, 生物蛋矿石-星鼻鼹
OreSpawn:OreSpawn_SeaMonsterSpawnBlock, 生物蛋矿石-海怪
OreSpawn:OreSpawn_SeaViperSpawnBlock, 生物蛋矿石-海毒蛇
OreSpawn:OreSpawn_LeonSpawnBlock, 生物蛋矿石-霸王飞龙
OreSpawn:OreSpawn_HammerheadSpawnBlock, 生物蛋矿石-战锤狂鲨
OreSpawn:OreSpawn_RubberDuckySpawnBlock, 生物蛋矿石-橡皮鸭
OreSpawn:OreSpawn_CriminalSpawnBlock, 生物蛋矿石-罪犯
OreSpawn:OreSpawn_BrutalflySpawnBlock, 生物蛋矿石-残暴之蝶
OreSpawn:OreSpawn_NastysaurusSpawnBlock, 生物蛋矿石-纳斯特龙
OreSpawn:OreSpawn_PointysaurusSpawnBlock, 生物蛋矿石-尖刺龙
OreSpawn:OreSpawn_CricketSpawnBlock, 生物蛋矿石-蟋蟀
OreSpawn:OreSpawn_FrogSpawnBlock, 生物蛋矿石-青蛙
OreSpawn:OreSpawn_SpiderDriverSpawnBlock, 生物蛋矿石-蜘蛛驾驶员
